WAFER_ID,STAGE,DRESSING_WATER_STATUS_mean,DRESSING_WATER_STATUS_std,DRESSING_WATER_STATUS_median,DRESSING_WATER_STATUS_sub,DRESSING_WATER_STATUS_auc,USAGE_OF_DRESSER_TABLE_mean,USAGE_OF_DRESSER_TABLE_std,USAGE_OF_DRESSER_TABLE_median,USAGE_OF_DRESSER_TABLE_sub,USAGE_OF_DRESSER_TABLE_auc,EDGE_AIR_BAG_PRESSURE_mean,EDGE_AIR_BAG_PRESSURE_std,EDGE_AIR_BAG_PRESSURE_median,EDGE_AIR_BAG_PRESSURE_sub,EDGE_AIR_BAG_PRESSURE_auc,USAGE_OF_BACKING_FILM_mean,USAGE_OF_BACKING_FILM_std,USAGE_OF_BACKING_FILM_median,USAGE_OF_BACKING_FILM_sub,USAGE_OF_BACKING_FILM_auc,USAGE_OF_MEMBRANE_mean,USAGE_OF_MEMBRANE_std,USAGE_OF_MEMBRANE_median,USAGE_OF_MEMBRANE_sub,USAGE_OF_MEMBRANE_auc,STAGE_ROTATION_mean,STAGE_ROTATION_std,STAGE_ROTATION_median,STAGE_ROTATION_sub,STAGE_ROTATION_auc,HEAD_ROTATION_mean,HEAD_ROTATION_std,HEAD_ROTATION_median,HEAD_ROTATION_sub,HEAD_ROTATION_auc,USAGE_OF_PRESSURIZED_SHEET_mean,USAGE_OF_PRESSURIZED_SHEET_std,USAGE_OF_PRESSURIZED_SHEET_median,USAGE_OF_PRESSURIZED_SHEET_sub,USAGE_OF_PRESSURIZED_SHEET_auc,WAFER_ROTATION_mean,WAFER_ROTATION_std,WAFER_ROTATION_median,WAFER_ROTATION_sub,WAFER_ROTATION_auc,SLURRY_FLOW_LINE_A_mean,SLURRY_FLOW_LINE_A_std,SLURRY_FLOW_LINE_A_median,SLURRY_FLOW_LINE_A_sub,SLURRY_FLOW_LINE_A_auc,USAGE_OF_DRESSER_mean,USAGE_OF_DRESSER_std,USAGE_OF_DRESSER_median,USAGE_OF_DRESSER_sub,USAGE_OF_DRESSER_auc,PRESSURIZED_CHAMBER_PRESSURE_mean,PRESSURIZED_CHAMBER_PRESSURE_std,PRESSURIZED_CHAMBER_PRESSURE_median,PRESSURIZED_CHAMBER_PRESSURE_sub,PRESSURIZED_CHAMBER_PRESSURE_auc,SLURRY_FLOW_LINE_B_mean,SLURRY_FLOW_LINE_B_std,SLURRY_FLOW_LINE_B_median,SLURRY_FLOW_LINE_B_sub,SLURRY_FLOW_LINE_B_auc,RIPPLE_AIR_BAG_PRESSURE_mean,RIPPLE_AIR_BAG_PRESSURE_std,RIPPLE_AIR_BAG_PRESSURE_median,RIPPLE_AIR_BAG_PRESSURE_sub,RIPPLE_AIR_BAG_PRESSURE_auc,CENTER_AIR_BAG_PRESSURE_mean,CENTER_AIR_BAG_PRESSURE_std,CENTER_AIR_BAG_PRESSURE_median,CENTER_AIR_BAG_PRESSURE_sub,CENTER_AIR_BAG_PRESSURE_auc,MAIN_OUTER_AIR_BAG_PRESSURE_mean,MAIN_OUTER_AIR_BAG_PRESSURE_std,MAIN_OUTER_AIR_BAG_PRESSURE_median,MAIN_OUTER_AIR_BAG_PRESSURE_sub,MAIN_OUTER_AIR_BAG_PRESSURE_auc,SLURRY_FLOW_LINE_C_mean,SLURRY_FLOW_LINE_C_std,SLURRY_FLOW_LINE_C_median,SLURRY_FLOW_LINE_C_sub,SLURRY_FLOW_LINE_C_auc,USAGE_OF_POLISHING_TABLE_mean,USAGE_OF_POLISHING_TABLE_std,USAGE_OF_POLISHING_TABLE_median,USAGE_OF_POLISHING_TABLE_sub,USAGE_OF_POLISHING_TABLE_auc,RETAINER_RING_PRESSURE_mean,RETAINER_RING_PRESSURE_std,RETAINER_RING_PRESSURE_median,RETAINER_RING_PRESSURE_sub,RETAINER_RING_PRESSURE_auc,AVG_REMOVAL_RATE,Mode
-4230160598.0,A,0.5809248554913294,0.49412227567925154,1,1,216.83399999141693,2734.0,0.0,2734.0,0.0,988797.577988267,38.540024522663124,20.55653927544818,48.4848484848,57.8787878788,13430.916969588176,890.0698458574167,3.709067903144627,890.833333333,12.5,321926.5458295171,10.554187895533762,0.04398104233445442,10.5632411067,0.14822134389999952,3817.3108201096584,57.067234560338576,94.52020507098477,0.0,263.026315789,19808.938817011018,160.046242774567,7.22544218908756,156.8,35.19999999999999,57865.11839933395,267.0209537572254,1.1127203709568578,267.25,3.75,96577.96374885738,14.553031321407502,16.768988825280925,0.0,34.8837209302,5029.346744110913,5.604126525366668,7.195528074539543,2.22222222222,26.25,2129.6146526715524,634.4444444440013,1.2523663023674355e-12,634.444444444,0.0,229457.61888600542,65.99366914393654,28.76705399135712,78.5714285714,150.0,22996.44857116361,0.9038360483448055,0.06901665981859673,0.909090909091,0.909090909091,326.8186363578169,7.671177088810117,4.0730057940288225,9.95454545455,16.7727272727,2676.6425682004956,54.104949421965316,29.212192482818306,72.1875,72.5,18863.030468625948,203.23005780346864,109.2580936861826,268.8,270.0,70848.64139946699,322.16184971098176,185.94478887925666,435.4,464.8,115803.34639983176,207.1868978804889,3.2551426084641943,207.407407407,11.111111111000014,74939.45185093954,1606.416763005781,1533.0489519423452,1446.9,7702.5,557075.8732432635,68.8818,I
-4230160428.0,A,0.6374269005847953,0.4814474012939033,1,1,232.5,2925.9619883040937,0.23295782630427272,2925.75,0.5,1048472.7839748859,20.260499734177156,24.245019317895522,0.0,57.8787878788,6938.674697124084,5922.780214424971,2.4800977149022265,5924.16666667,6.666666670000268,2122358.5316158887,70.23059542793561,0.029408273282409976,70.2470355731,0.07905138339999951,25166.30669899175,58.03824253611171,95.40015450755163,0.0,263.026315789,19776.906052353937,160.00935672514683,7.243006548837905,156.8,35.19999999999999,57280.625598812105,1776.8340643274853,0.7440293142634067,1777.25,2.0,636707.55948475,17.041343669248974,16.10745666717201,21.046511627900003,34.8837209302,5839.752208998831,5.037361923325056,7.633126219758981,2.22222222222,26.3888888889,1939.0718750272945,149.94152046789503,0.3447612523183452,149.62962963,0.7407407399999784,53730.53222095274,35.863269284313205,39.29912026105617,0.0,150.0,12336.534047279809,0.6193514088251538,0.4242367448501069,0.909090909091,0.909090909091,225.7581818104016,4.0707070707081305,4.844339320131754,0.0,10.5,1391.9874318828179,29.180372807017545,35.04268719269974,0.0,100.3125,9981.01250037551,107.60350877192978,128.68569083536732,0.0,270.0,36839.95920052528,176.33450292397652,209.4837501159822,0.0,470.4,64258.321397578715,275.34113060428734,2.1174163433819544,277.037037037,5.925925925999991,98693.6403680064,939.0333333333327,1568.458014455114,0.0,8782.8,321572.62015725375,75.34995,I
-4230160424.0,A,0.5465116279069767,0.4985571425164758,1,1,195.5,2888.0,0.0,2888.0,0.0,1045456.0,19.943622269202,24.456932038079476,0.0,57.8787878788,6919.8663634054465,4868.350290698024,2.1592614523961466,4870.0,5.833333329999732,1762374.0270834663,57.72747380272101,0.025603890746953167,57.7470355731,0.06916996049999824,20897.715736159505,57.523714810229244,94.2228881076669,0.0,263.026315789,20087.895195085093,160.2139534883726,6.564560080263797,160.0,35.19999999999999,58006.93439998626,1460.5050872093022,0.6477784358817099,1461.0,1.75,528712.2081250027,14.6214169821473,16.785824352203612,0.0,34.8837209302,5030.271395345968,3.112483850128375,5.988548502738767,2.22222222222,26.25,1298.2729165502537,93.70370370370051,5.123359861215363e-13,93.7037037037,0.0,33920.740740739406,34.16389811737562,39.231673847450004,0.0,150.476190476,11766.605475952685,0.4968287526427558,0.4532337659241134,0.909090909091,0.909090909091,185.60636363248082,3.9614164904870948,4.816492597494394,0.0,10.0,1370.9732272275673,27.890625,34.30024546245436,0.0,72.1875,9647.261874713004,105.20930232558133,129.08282840718766,0.0,270.0,36390.47279906273,171.49999999999977,208.7926928113833,0.0,459.2,63017.89059797525,42.01335055986307,2.1215539170543534,43.7037037037,5.925925925900003,15237.777037046862,830.3485465116273,1397.0114390628735,0.0,9055.8,280847.17250378436,78.33015,I
-4230160408.0,A,0.15634218289085547,0.3637162896670774,0,1,67.66749998927116,2890.75,0.0,2890.75,0.0,1054161.1302375942,39.499418968445134,20.021660929009172,48.7878787879,57.8787878788,13544.080303166676,4953.704523107198,3.591385960956391,4954.16666667,12.5,1806529.0133121056,58.73957932538338,0.0425856042681885,58.7450592885,0.14822134380000307,21421.292647969,56.918956683684996,94.0827438874364,0.0,263.026315789,20114.4681590741,160.29262536873193,7.018979250166354,160.0,35.19999999999999,58350.45759925843,1486.1113569321533,1.0774157881275628,1486.25,3.75,541958.7039936185,14.92693969952122,16.779627091305123,0.0,34.8837209302,5034.583837076283,5.575221238936541,7.169062959193147,2.22222222222,26.25,2149.216805505861,97.58658363378777,0.18536126515487225,97.4074074074,0.3703703703999963,35591.390555139646,67.47998314367821,27.6531557506058,78.5714285714,150.0,23477.955953145203,0.9064092249933827,0.04937504059942007,0.909090909091,0.909090909091,330.4549999941809,7.82515419683704,3.926249623610043,9.95454545455,10.0,2682.869704565357,55.25719026548673,28.384758400331613,72.1875,72.1875,18942.599062565714,208.12743362831844,106.53074583095494,270.0,270.0,71344.98240022658,333.1256637168144,182.49641292353556,442.4,476.0,117488.06999909878,117.70348519618568,3.235993196449222,117.777777778,11.111111111,42995.71925877509,1512.6247787610641,1329.1715345062073,1446.9,7070.7,563023.8314873636,79.8045,I
-4228160702.0,A,0.5726744186046512,0.4954108332361224,1,1,213.33349999785423,2728.6191860465115,0.12504660464174705,2728.5,0.25,982305.125,20.059901338970892,24.401350683217345,0.0,57.8787878788,6918.533333359272,720.4772286821543,2.457190622248826,721.666666667,6.666666666999959,259406.66666666133,8.543208245242955,0.029136647694128086,8.55731225296,0.07905138339999951,3075.9683794466,58.40039779676019,95.43909180395579,0.0,263.026315789,20049.10874987857,160.11162790697708,7.210656490326872,156.8,35.19999999999999,57587.2015999794,216.14316860465115,0.7371571866605339,216.5,2.0,77822.0,14.499729583552607,16.779415686448274,0.0,34.8837209302,4991.85674423183,3.2638888888881685,6.174912480813347,2.22222222222,25.9722222222,1321.141249910051,626.4717915590063,0.1852008795587781,626.296296296,0.37037037099992176,225533.1481481545,34.432447397552956,39.17749230150973,0.0,150.0,11839.979524069347,0.5047568710359912,0.45242170549002186,0.909090909091,0.909090909091,187.12136363443162,4.028276955604075,4.839381517746147,0.0,11.1818181818,1385.0886136664492,28.097747093023255,34.3584366723167,0.0,72.5,9684.111093794927,105.5267441860464,128.88115702240162,0.0,270.0,36370.3896001339,174.85348837209287,210.19050179108712,0.0,464.8,63719.74419814348,56.24031007753099,1.9577883496848136,57.7777777778,5.185185185199998,20273.210000002917,803.6154069767434,1311.1015190075361,0.0,7074.6,275579.35273966496,67.42425,I
-4228160690.0,A,0.12034383954154727,0.3258303219100714,0,1,93.15000000596046,2720.371776504298,0.12513783856918734,2720.25,0.25,1235062.299999997,39.43995832017209,20.126829887217927,48.48484848,57.87878788,13822.969695778747,516.2464183398282,3.5075530765363765,516.6666667,11.666666700000007,234424.54167074023,6.121499031656141,0.041591538289350284,6.126482213,0.13833992100000003,2779.7376481674382,57.64515155951002,95.05369924119309,0.0,263.0263158,23471.88157635685,160.0366762177655,7.085068187362515,160.0,35.19999999999999,74322.23999977112,154.87392550143267,1.0522659213082322,155.0,3.5,70327.36249998957,14.297327913627491,16.701469395234636,0.0,34.88372093,4989.965116287476,5.070439350266496,7.088117984596617,2.222222222,26.25,1874.6458332044483,614.2534224687669,0.1853588911364004,614.0740741,0.3703702999999905,278891.2407332028,65.62286805802313,29.442258716661573,78.57142857,150.0,23060.190477670985,0.864808543805161,0.19597401121081295,0.909090909,0.909090909,350.1363636067686,7.80450638216617,3.966679735741186,9.954545455,10.0,2736.970454548735,55.32682664756447,28.564421603624346,72.1875,72.5,19408.703124327585,207.84412607449897,106.78664302127983,268.8,270.0,72911.45999790431,331.7077363896851,193.15013597246912,434.0,952.0,116678.52000193598,212.44401994785056,3.14369000543727,213.3333333,10.370370399999985,96546.99999542409,1423.824068767909,1254.5084299431164,1446.9,7979.4,498732.7799836814,64.521,I
-4228160686.0,A,0.5909090909090909,0.4923659639173305,1,1,221.83349999785423,2735.3629261363635,0.12459262483769706,2735.25,0.25,1005703.120113261,38.89548898071036,20.383300937068206,48.4848484848,57.8787878788,13769.561060403019,931.0487689394208,3.7762153296309737,931.666666667,12.5,342332.9487460253,11.040103979512743,0.044777256875992,11.04743083,0.14822134389999952,4059.2839772227526,57.37440191382045,95.05391681195213,0.0,263.026315789,20258.226974469868,160.28181818181858,6.980551663593767,160.0,35.19999999999999,58883.78399934768,279.3146306818182,1.1328645988810033,279.5,3.75,102699.8846238032,14.23559725158072,16.74645432804329,0.0,34.8837209302,5009.381395327189,5.031960227270569,6.8200248694019825,2.22222222222,24.02777777778,1962.613888912243,636.4635942760856,0.18458166673996848,636.296296296,0.37037037099992176,234007.3109231912,66.53003246751196,28.787609994440857,78.5714285714,150.0,23593.70119084195,0.9090909090909961,3.891311949253166e-15,0.909090909091,0.0,334.2427272688593,7.68569214876321,4.037165643143134,9.95454545455,10.1363636364,2722.503181778229,54.61470170454545,29.04729319154357,72.1875,72.5,19352.208905974403,205.1693181818181,108.83496364842651,270.0,270.0,72669.88739887475,329.2625,183.05532600532905,439.6,473.2,120257.723599267,243.66372053869082,3.3460240361520865,243.703703704,11.111111111000014,89604.15481375856,1612.7940340909088,1553.1685353480075,1439.1,7636.2,566940.5273983597,72.37185,I
-4228160682.0,A,0.12394366197183099,0.32998236073914883,0,1,51.166999995708466,2729.0,0.0,2729.0,0.0,1012459.0,39.38454972256261,20.05348574915982,48.4848484848,57.8787878788,14074.251060489229,730.2605633802812,3.8018989120520374,730.833333333,13.333333333000041,270942.3612499936,8.65921616656391,0.04508180528173197,8.66600790514,0.1581027668000008,3212.755271738903,56.040400296467205,93.6113122545436,0.0,263.026315789,19894.802696503495,160.44169014084562,7.220283533940735,160.0,35.19999999999999,59484.803199958806,219.0781690140845,1.1405696736250235,219.25,4.0,81282.70837499946,14.19521781853302,16.702534400280786,0.0,34.8837209302,5043.14906964251,4.932316118934285,6.6894761963587355,2.22222222222,26.1111111111,1928.3963195268088,627.037037036995,5.0092811608792354e-12,627.037037037,0.0,232630.740740727,66.94299128099719,28.775106476582607,78.5714285714,150.476190476,23890.00880940256,0.9065300896287679,0.048249535675848255,0.909090909091,0.909090909091,336.5150000019844,7.794366197185917,3.9574980170183296,9.95454545455,10.0,2787.1073636205856,55.23767605633803,28.515574321250334,72.1875,72.5,19755.219843601808,207.6304225352115,106.69152312041095,270.0,270.0,74229.24839937687,327.0952112676047,178.52520578701777,434.0,459.2,120012.09500135184,65.18727177881462,3.361693122990725,65.1851851852,11.111111111100001,24200.37037036765,1624.6521126760583,1560.784328313251,1443.0,8856.9,574156.391304186,70.0665,I
-4228160678.0,A,1.0,0.0,1,0,366.33300000429153,2729.8692857142855,0.12504808735296338,2729.75,0.25,1000043.4233867154,39.78528138526584,19.740477821375496,48.4848484848,57.8787878788,14007.370606095581,762.928571428565,3.7722671624648774,763.333333333,13.333333333000041,279490.3004199458,9.046583850930299,0.0447304406613509,9.05138339921,0.15810276679999902,3314.1142342282396,58.38796992474847,94.66280836501966,0.0,263.026315789,19940.660526260417,160.32914285714344,8.147269611871854,156.8,35.19999999999999,58554.078400707236,228.87857142857143,1.1316801487464223,229.0,4.0,83847.09012598544,14.378073089696624,16.739041214857817,0.0,34.8837209302,5047.865930260423,5.571825396823305,7.167972871434487,2.22222222222,26.3888888889,2102.9345833997086,628.3227513229028,0.1851472804365764,628.148148148,0.37037037100003545,230178.74111386866,67.39591836732413,27.672974607556018,78.5714285714,150.0,23743.498333244665,0.9064935064935933,0.04859295307499108,0.909090909091,0.909090909091,332.12090909484374,7.914025974028969,3.908439548378736,9.95454545455,16.8181818182,2788.044931825944,55.8125,28.08548441798426,72.1875,72.5,19667.547812554985,209.89028571428614,105.04765171922345,268.8,270.0,73979.80139998197,332.9999999999999,182.87057818785988,441.0,473.2,119857.20040085315,94.19047619048052,3.333594420153528,94.8148148148,11.111111111100001,34517.62296336789,1561.192285714286,1429.4704789029158,1446.9,7066.8,545905.7311502427,66.02895,I
-4228160670.0,A,0.1695906432748538,0.375822627292347,0,1,64.5,2736.75,0.0,2736.75,0.0,979756.5,39.028885344664076,20.401806225933424,48.4848484848,57.8787878788,13445.706818181432,966.0794346978805,3.7040803466427294,966.666666667,12.5,345878.74833336845,11.455487367961123,0.043921901343982786,11.4624505929,0.14822134389999952,4101.329031621842,57.72199138191769,94.80939912500071,0.0,263.026315789,19689.261251307424,159.644444444445,6.625420795454873,156.8,35.19999999999999,57105.07519989014,289.82383040935673,1.1112241039852568,290.0,3.75,103763.62450000644,14.680402556774505,16.810744645066215,0.0,34.8837209302,5016.34779080923,5.70012995451368,7.273568584545376,2.22222222222,26.3888888889,2140.6687500317466,638.5185185190037,3.643309181828975e-12,638.518518519,0.0,228589.62962980205,66.48844333052757,28.24608901872114,78.5714285714,150.0,22851.94381003567,0.9064327485380986,0.049158006403266126,0.909090909091,0.909090909091,324.3936363675702,7.723418394473476,4.017113771672849,9.95454545455,10.0,2660.619863654568,54.66465643274854,28.93097748788213,72.1875,72.5,18841.357499957085,205.02807017543898,108.27636155113282,268.8,270.0,70659.2015999794,325.9625730994149,185.1695699123166,439.6,470.4,115810.64180203676,274.80831708911063,3.2802266225493044,274.814814815,11.111111111000014,98403.08518523982,1640.5771929824573,1619.7627757794942,1439.1,10647.0,564134.6704458743,74.21805,I
